num_doc,wiki_text,viki_text
50,"Conditions on the Venusian surface differ radically from those on Earth because its dense atmosphere is 96.5% carbon dioxide, with most of the remaining 3.5% being nitrogen. Geography The Venusian surface was a subject of speculation until some of its secrets were revealed by planetary science in the 20th century.","Until just recently, Venus' dense cloud cover has prevented scientists from uncovering the geological nature of the surface."
50,It is named after the Roman goddess of love and beauty.,"It was named after Venus, a goddess in Roman mythology."
50,"It is similar to Earth in size and mass, and is often described as Earth's ""sister"" or ""twin"". The diameter of Venus is -only less than Earth's-and its mass is 81.5% of Earth's.",Venus and Earth's size comparison
50,"The atmospheric pressure at the planet's surface is 92 times that of Earth, or roughly the pressure found underwater on Earth.",The atmospheric pressure at the planet's surface is 92 times that of Earth.
50,"Venus is by far the hottest planet in the Solar System, with a mean surface temperature of , even though Mercury is closer to the Sun.",Venus is by far the hottest planet in the Solar System even though Mercury is closer to the Sun.
50,Venus is the second planet from the Sun.,Venus is a planet in the Solar System. It is the second-closest planet to the Sun.
50,Venus orbits the Sun every 224.7 Earth days.,"Venus is the second planet from the Sun, orbiting it every 224.7 Earth days."
51,"In 1758, Washington began the first of two major additions and improvements by raising the house to two-and-a-half stories.",Washington began building the house in 1758.
51,"On 19 December 1960, Mount Vernon was designated a National Historic Landmark and later listed on the National Register of Historic Places.","Mount Vernon became a National Historic Landmark in 1960, and is today listed on the National Register of Historic Places."
52,"While not operated or controlled by PBS proper, additional public broadcasting networks are available and carried by PBS member stations.","The PBS is made up of a group of different broadcasters across the US, whose own programming contributes to PBS's output."
53,"At the heart of the town are four squares: the Piazza Duomo, on which stands the Collegiate Church; the Piazza della Cisterna, the Piazza Pecori and the Piazza delle Erbe.","The heart of the town contains the four squares, ""Piazza della Cisterna"", ""Piazza Duomo"", ""Piazza Pecori"", and ""Piazza delle Erbe""."
55,Brezhnev presided over the Soviet Union for longer than any other person except Joseph Stalin.,"As both head of the Soviet Communist Party since 1964 and Chairman of the Presidium of the Supreme Soviet from 1977 until his death in 1982, Leonid Brezhnev ruled the Soviet Union longer than any previous leader except Stalin."
56,"Earth's atmosphere has no definite boundary, slowly becoming thinner and fading into outer space. Three-quarters of the atmosphere's mass is contained within the first of the surface. This lowest layer is called the troposphere.","Above the fifth layer of the Earth inner structure comes the atmosphere, whose density decreased with the altitude above the Earth surface."
56,"Earth's interior, like that of the other terrestrial planets, is divided into layers by their chemical or physical (rheological) properties.",The inside of the Earth is separated in five layer:
56,Some geological evidence indicates that life may have arisen as early as 4.1 billion years ago.,"It is believed to have formed about 4,600 million years ago."
58,"A central landmark of the city, it is located on the Right Bank of the Seine in the city's 1st arrondissement (district or ward).",It is located on the Right Bank of the Seine in the 1st arrondissement (district).
58,Remnants of this castle are still visible in the crypt.,The stone walls of the fortress can still be seen in the basement.
58,"The Louvre ( ), or the Louvre Museum ( ), is the world's largest art museum and a historic monument in Paris, France.","The Louvre is a museum in Paris, France."
58,"The Louvre Palace, which houses the museum, was begun as a fortress by Philip II in the 12th century to protect the city from English soldiers which were in Normandy.",The Louvre was originally a 12th-century fortress.
58,"The Louvre holds masterpieces from the Hellenistic era, including The Winged Victory of Samothrace (190 BC) and the Venus de Milo, symbolic of classical art.","Renowned works of art in the museum's collections include the Mona Lisa, the Winged Victory of Samothrace, and the Venus di Milo."
59,"Dieter Zetsche (; born on 5 May 1953 in Istanbul, Turkey) is a German engineer and business executive.","Dieter Zetsche Dieter Zetsche was born on 5 May 1953, also know as Dr Z. is a German engineer and business executive."
60,* 2016 - Governor's Award for Victorian Sportsperson of the Year * 2016 - Finalist for 'The Don Award' Sport Australia Hall of Fame awards * 2016 - Australian Paralympian of the Year and Australian Male Paralympian of the Year,He was named the 2016 Australian Paralympian of the Year due to his amazing achievements at Rio Paralympics.
64,"English had, however, been used as a literary language for centuries before Chaucer's life, and several of Chaucer's contemporaries-John Gower, William Langland, and the Pearl Poet-also wrote major literary works in English.","Some other writers of Chaucer's time also wrote in English. Some of these writers were John Gower, William Langland, and the Pearl Poet."
